County,CDSCode,School ,Street,City,State,Zip,Telephone,PublicDistrict
Los Angeles,19645686959167,La Crescenta Montessori,3811 Foothill Boulevard,La Crescenta,CA,91214,818-249-5437,Glendale Unified
Los Angeles,19648816935035,La Salle High,3880 East Sierra Madre Boulevard,Pasadena,CA,91107,626-696-4300,Pasadena Unified School District
Los Angeles,19648816909295,Lake Avenue Church School,393 North Lake Avenue,Pasadena,CA,91101,626-844-4475,Pasadena Unified
Los Angeles,19647256917330,Lakewood Christian Schools,5336 Arbor Road,Long Beach,CA,90808,562-425-3358,Long Beach Unified
Los Angeles,19646677067218,Lancaster Baptist School,4020 East Lancaster Boulevard,Lancaster,CA,93535,661-946-4668,Lancaster Elementary
Los Angeles,19647336968002,Laurel Hall,11919 Oxnard Street,North Hollywood,CA,91606,818-763-5434,Los Angeles Unified
Los Angeles,19647336962492,Laurence School,13639 Victory Boulevard,Valley Glen,CA,91401,818-782-4001,Los Angeles Unified
Los Angeles,,Laurus Academy,361 East Highland Avenue,Sierra Madre,CA,91024,626-372-2022,Pasadena Unified
Los Angeles,19650377097801,Le Lycee Francais De Downey,14128 Leffingwell Road,Whittier,CA,90604,562-906-5995,South Whittier Elementary
Los Angeles,19647337000748,Le Lycee Francais de Los Angeles,10361 West Pico Boulevard,Los Angeles,CA,90034,310-553-7444,Los Angeles Unified
Los Angeles,19647337000763,Le Lycee Francais de Los Angeles,16720 Marquez Avenue,Pacific Palisades,CA,90272,310-454-9395,Los Angeles Unified
Los Angeles,19647337098726,Le Lycee Francais de Los Angeles,3261 Overland Avenue,Los Angeles,CA,90034,310-836-3464,Los Angeles Unified
Los Angeles,19647336139331,Le Lycee Francais de Los Angeles,10309 National Boulevard,Los Angeles,CA,90034,310-836-3464,Los Angeles Unified
Los Angeles,19646597080492,Learning Castle Inc. (aka La Canada Preparatory),4490 Cornishon Avenue,La Cañada,CA,91011,818-952-8008,La Canada Unified School District
Los Angeles,19757136935084,Leeway School,9 North Almansor Street,Alhambra,CA,91801,626-308-4521,Alhambra Unified
Los Angeles,19649987088750,Legacy Christian Academy,27680 Dickason Drive,Valencia,CA,91355,661-257-7377,Saugus Union
Los Angeles,19643297077811,Leroy Haynes Educational Center,233 West Baseline Road,LaVerne,CA,91750,909-593-2581,Bonita Unified
Los Angeles,19648406136337,Liberty Baptist Academy,12029 East Pine Street,Norwalk,CA,90650,562-833-3701,NORWALK-LA MIRADA
Los Angeles,19647336145213,Liberty High School,524 West 91st Street,Los Angeles,CA,90044,323-755-7182,Los Angeles
Los Angeles,19734376146237,Liberty Middle School,1133 Compton Boulevard,Compton,CA,90220,323-755-7182,Compton Unified
Los Angeles,19642796200463,Liberty Preparatory Academy,443 South Fairvale Avenue,Azusa,CA,91702,626-297-1698,Azusa Unified
Los Angeles,,Lighthouse Academy,655 Deep Valley Drive Number 200,Rolling Hills Estates,CA,90274,310-377-8887,Palos Verdes Peninsula
Los Angeles,19643297099039,Lighthouse Baptist Academy,2600 North White Avenue,La Verne,CA,91750,909-596-0060,Bonita Unified
Los Angeles,19648326200323,Lighthouse Christian Academy,24807 Quigley Canyon Road,Newhall,CA,91321,661-288-2977,Newhall
Los Angeles,19648407094473,Lighthouse Christian Academy,15068 Rosecrans Number 169,La Mirada,CA,90638,714-904-7239,Norwalk-La Mirada Unified
Los Angeles,,Lighthouse Classical Academy,7954 Washington Avenue,Whittier,CA,90602,562-714-7210,Whittier City Elementary
Los Angeles,,Lighthouse International Homeschooling Academy,655 Deep Valley Drive Number 200,Rolling Hills Estates,CA,90274,310-997-6170,Palos Verdes Peninsula
Los Angeles,19757137025075,Lily's Garden Preschool and Kindergarten,616 S Chapel Avenue,Alhambra,CA,91801,626-282-9736,Alhambra Unified
Los Angeles,19647337053739,Linden Center School,812 North Fairfax Avenue,Los Angeles,CA,90046,213-251-8226,Los Angeles Unified
Los Angeles,19648816201156,Lindsay School,2450 North Lake Avenue Room 307,Alatadena,CA,91001,626-720-4728,Pasadena Unified
Los Angeles,,Little Acorns Grow,19000 Saticoy Street,Reseda,CA,91335,818-779-1099,Los Angeles Unified
Los Angeles,19643377090897,Little Angels Academy Burbank Inc.,721 South San Fernando Boulevard,Burbank,CA,91502,818-953-7277,Burbank Unified
Los Angeles,19647336960587,Little Citizens / Westside Academy,3411 12th Avenue,Los Angeles,CA,90018,323-732-1604,Los Angeles Unified
Los Angeles,19647337095409,Little Citizens / Westside Academy #3,3672 7th Avenue,Los Angeles,CA,90018,323-732-1212,Los Angeles Unified
Los Angeles,19647337079122,Little Citizens Westside Academy,4256 South Western Avenue,Los Angeles,CA,90062,323-293-9775,Los Angeles Unified
Los Angeles,19647336993604,Little Citizens Westside Academy #3,3666 7th Avenue,Los Angeles,CA,90018,323-732-1212,Los Angeles Unified
Los Angeles,19647336962526,Little Flower Missionary House,2434 Gates Street,Los Angeles,CA,90031,323-221-9248,Los Angeles Unified
Los Angeles,19645507084353,Logsdon Inc.,7600 East Graves Avenue,Rosemead,CA,91770,626-537-3317,Garvey Elementary
Los Angeles,19647256993620,Los Altos Brethren School,6565 Stearns Street,Long Beach,CA,90815,562-430-6983,Long Beach Unified
Los Angeles,19734376982177,Los Angeles Adventist Academy,846 East El Segundo Boulevard,Los Angeles,CA,90059,323-321-2585,Compton Unified
Los Angeles,19647336924781,Los Angeles Christian,1620 West 20th Street,Los Angeles,CA,90007,323-735-2867,Los Angeles Unified
Los Angeles,,Los Angeles Christian Academy,2911 West Temple Street,Los Angeles,CA,90026,213-382-8097,Los Angeles Unified
Los Angeles,19734377100746,Los Angeles Computer Science Academy,1446 East Florence Avenue,Los Angeles,CA,90047,323-758-8801,Los Angeles Unified
Los Angeles,19647336912935,Los Encinos School,17100 Ventura Boulevard,Encino,CA,91316,818-990-1006,Los Angeles Unified School District
Los Angeles,19647336935191,Louisville High School,22300 Mulholland Drive,Woodland Hills,CA,91364,818-346-8812,Los Angeles Unified
Los Angeles,,Loving to Learn Enrichment Academy,3650 South Western Avenue,Los Angeles,CA,90018,323-735-4448,Los Angeles Unified School District
Los Angeles,19647336935209,Loyola High School of Los Angeles,1901 Venice Boulevard,Los Angeles,CA,90006,213-381-5121,Los Angeles Unified
Los Angeles,19643296935217,Lutheran High School La Verne,3960 Fruit Street,La Verne,CA,91750,909-593-4494,Bonita Unified
Los Angeles,19647337081797,Lycee International de Los Angeles - LF,4155 Russell Avenue,Los Angeles,CA,90027,323-665-4526,Los Angeles Unified
Los Angeles,19648817072036,Lycee International de Los Angeles - PAS,30 North Marion Avenue,Pasadena,CA,91106,626-793-0943,Pasadena Unified
Los Angeles,19647336143564,Lycee International de Los Angeles - Secondary,1105 West Riverside Drive,Burbank,CA,91506,818-900-1895,Burbank Unified
Los Angeles,19647336201958,Lycee International de Los Angeles–WV,5933 Lindley Avenue,Tarzana,CA,91356,818-345-0155,Los Angeles Unified
Los Angeles,19645506139513,M. Janet Chin Youth Foundation,3592 Rosemead Boulevard Suite 449,Rosemead,CA,91770,626-789-6579,Garvey Elementary
Los Angeles,19753336926653,Magic Rainbow Preschool,1159 Aviation Boulevard,Manhattan Beach,CA,90266,310-376-7556,Manhattan Beach Unified
Los Angeles,19647336982193,Maimonides Academy,310 North Huntley Drive,Los Angeles,CA,90048,310-659-2456,Los Angeles Unified
Los Angeles,,Malibu Leadership Academy,6921 Whitesands Place,Malibu,CA,90265,310-457-8910,Santa Monica-Malibu Unified
Los Angeles,19753337031016,Manhattan Academy,1740 Manhattan Beach Boulevard,Manhattan Beach,CA,90266,310-374-1804,Manhattan Beach Unified
Los Angeles,19647256142020,Maple Village Waldorf School,4017 East Sixth Street,Long Beach,CA,90814,562-434-8200,Long Beach Unified
Los Angeles,19648816935241,Maranatha High School,169 South Saint John Avenue,Pasadena,CA,91105,626-817-4050,Pasadena Unified
Los Angeles,19647336901250,Marcus Garvey  Elementary and Preschool,5760 6th Avenue,Los Angeles,CA,90043,323-294-1020,Los Angeles Unified
Los Angeles,19644516916563,Maria Montessori House of Children,9036 East Imperial Highway,Downey,CA,90242,562-869-3218,Downey Unified
Los Angeles,19647336962559,Maria Regina,13510 Van Ness Avenue,Gardena,CA,90249,310-327-9133,Los Angeles Unified
Los Angeles,19648816982219,Marianne Frostig Center of Educational Therapy,971 North Altadena Drive,Pasadena,CA,91107,626-791-1255,Pasdena Unified School District
Los Angeles,19647257079858,Marina Montessori School,2301 Ximeno Avenue,Long Beach,CA,90815,562-494-4641,Long Beach Unified
Los Angeles,19647336935266,Marlborough,250 South Rossmore Avenue,Los Angeles,CA,90004,323-935-1147,Los Angeles Unified
Los Angeles,19647336962575,Mary Immaculate Elementary School,10390 Remick Avenue,Pacoima,CA,91331,818-834-8551,Los Angeles Unified
Los Angeles,19647336962583,Mary Star of the Sea Elementary,717 South Cabrillo Avenue,San Pedro,CA,90731,310-831-0875,Los Angeles Unified
Los Angeles,19647336935746,Mary Star of the Sea High School,2500 North Taper Avenue,San Pedro,CA,90731,310-547-1138,Los Angeles Unified
Los Angeles,19647336935274,Marymount High School,10643 Sunset Boulevard,Los Angeles,CA,90077,310-472-1205,Los Angeles Unified
Los Angeles,19644696136436,Maryvale Education Center,2502 Huntington Drive,Duarte,CA,91010,626-357-1514,Duarte Unified School District
Los Angeles,19645507097462,Maryvale Education/Kindergarten,7600 East Graves,Rosemead,CA,91770,626-537-3311,Garvey School District
Los Angeles,19648816962625,Mayfield Junior School,405 South Euclid Avenue,Pasadena,CA,91101,626-796-2774,Pasadena Unified
Los Angeles,19648816935282,Mayfield Senior School of the Holy Child Jesus,500 Bellefontaine Street,Pasadena,CA,91105,626-799-9121,Pasadena Unified School District
Los Angeles,19649806140057,McKinna Learning Center,28990 Pacific Coast Highway Suite 220,Malibu,CA,90265,310-589-8144,Santa Monica-Malibu Unified
Los Angeles,19648087048416,Meher Montessori School,2009 South Garfield Avenue,Monterey Park,CA,91754,323-724-0683,Montebello Unified
Los Angeles,19647336136204,Mesivta Birkas Yitzchok,6022 West Pico Boulevard,Los Angeles,CA,90035,323-937-4748,Los Angeles Unified
Los Angeles,19646837094568,Mesivta of Greater Los Angeles,25115 Mureau Road,Calabasas,CA,91302,818-876-0550,Las Virgenes Unified
Los Angeles,19647336136121,Milken Community Schools,15800 Zeldins' Way,Los Angeles,CA,90049,310-440-3500,Los Angeles Unified
Los Angeles,19647336962633,Mirman School The,16180 Mulholland Drive,Los Angeles,CA,90049,310-476-2868,Los Angeles Unified
Los Angeles,19734457072325,Molokan Elementary School,16222 East Soriano Drive,Hacienda Heights,CA,91745,626-336-5958,Hacienda la Puente Unified
Los Angeles,19647336140297,Monarch Christian School,22280 Devonshire Street,Chatsworth,CA,91311,818-882-3621,Los Angeles Unified
Los Angeles,19648086982300,Montebello Christian School,136 South 7th Street,Montebello,CA,90640,323-728-4119,Montebello Unified
Los Angeles,19647337065097,Montessori Academy of Culver City,5881 Green Valley Circle,Culver City,CA,90230,310-215-3388,Culver City
Los Angeles,19650947098932,Montessori Academy of West Covina,1030 East Merced Avenue,West Covina,CA,91790,626-917-0767,West Covina Unified
Los Angeles,19644516992192,Montessori Children's Academy,7515 Firestone Boulevard,Downey,CA,90241,562-928-3041,Downey Unified
Los Angeles,19647256977797,Montessori Children's House,5550 East Atherton Street,Long Beach,CA,90815,562-431-8880,Long Beach Unified
Los Angeles,19647336917397,Montessori Children's World,4371 Eagle Rock Boulevard,Los Angeles,CA,90041,323-256-2215,
Los Angeles,36676946141162,Montessori of Calabasas,4277 Old Topanga Canyon Road,Calabasas,CA,91302,818-222-0232,Las Virgines Unified
Los Angeles,19647256139356,Montessori On Elm,930 Elm Avenue,Long Beach,CA,90813,562-570-8080,Long Beach Unified
Los Angeles,19753336993018,Montessori School of Manhattan Beach,315 South Peck Avenue,Manhattan Beach,CA,90266,310-379-9462,Manhattan Beach Unified
Los Angeles,19753337060692,Montessori School of Manhattan Beach #2,2617 Bell Avenue,Manhattan Beach,CA,90266,310-545-8104,Manhattan Beach Unified
Los Angeles,19645687052194,Montrose Christian Montessori School,2545 Honolulu Avenue,Montrose,CA,91020,818-249-2319,Glendale Unified
Los Angeles,19647336200000,Moore's Daycare Preparatory,1700 West 120th Street,Los Angeles,CA,90047,323-242-9500,LOS ANGELES UNIFIED
Los Angeles,19649806200695,Moreau Academy,31222 Beach View Estates Drive,Malibu,CA,90265,424-644-0347,Santa Monica-Malibu Unified
Los Angeles,19647337084817,Morning Star Christian Academy,15055 Oxnard Street,Van Nuys,CA,91411,818-231-9782,Los Angeles Unified
Los Angeles,19734457078611,Morning Star Christian School,15716 Tetley Street,Hacienda Heights,CA,91745,626-333-7784,Hacienda la Puente Unified
Los Angeles,19647336962708,Mother of Sorrows,100 West 87th Place,Los Angeles,CA,90003,323-758-6204,Los Angeles Unified
Los Angeles,19643526134373,Mount Olive Prep Academy,12233 Manor Drive Apartment 29,Hawthorne,CA,90250,424-200-5989,Centinela Valley School District
Los Angeles,19649076926067,Mt. Calvary Lutheran School,23300 Golden Springs Drive,Diamond Bar,CA,91765,909-861-2740,Pomona
Los Angeles,19647747101926,Mt. Moriah Christian School,3801 Cortland Street,Lynwood,CA,90262,310-350-7725,Lynwood Unified
Los Angeles,19644856907067,Mulberry Tree Preschool,13841 Christine Drive,Whittier,CA,90605,562-696-5114,Los Angeles
Los Angeles,19716592,Music Box Pre-School and Kindergarten,720 South Main Street,Burbank,CA,91506,818-848-0206,Burbank Unified
Los Angeles,19645016962724,Nativity,10907 St. Louis Drive,El Monte,CA,91731,626-448-2414,El Monte City
Los Angeles,19650606962740,Nativity Catholic Elementary,2371 Carson Street,Torrance,CA,90501,310-328-5387,Torrance Unified School District
Los Angeles,19647336962732,Nativity Elementary,944 West 56th Street,Los Angeles,CA,90037,323-752-0720,Los Angeles Unified
Los Angeles,19647336139489,Ner Aryeh DBA USA Outreach,12422 Chandler Boulevard,Valley Village,CA,91607,818-509-5909,Los Angeles Unified
Los Angeles,19645506984603,New Avenue School,126 North New Avenue,Monterey Park,CA,91755,626-280-5536,Garvey Elementary
Los Angeles,19646426143010,New Beginnings Christian School,32112 Crystalaire Drive,Llano,CA,93544,661-944-9144,Keppel Union Elementary
Los Angeles,19734376133813,New Berea Open School,650 West Laurel Street,Compton,CA,90222,323-805-9360,Compton Unified
Los Angeles,19647336201222,New Community Jewish High School,22622 Vanowen Street,West Hills,CA,91307,818-348-0048,Los Angeles Unified
Los Angeles,19647337100209,New Covenant Academy,3119 West 6th Street,Los Angeles,CA,90020,213-487-5437,Los Angeles Unified
Los Angeles,19649076146377,New Dimensions Academy,436 West Fourth Street,Pomona,CA,91766,909-620-5297,Pomona Unified School District
Los Angeles,19643377091226,New Generation,3821 West Victory Boulevard,Burbank,CA,91505,818-846-5531,Burbank Unified
Los Angeles,19648407084650,New Harvest Christian,11364 East Imperial Highway,Norwalk,CA,90650,562-929-0774,Norwalk-La Mirada Unified
Los Angeles,19647746145791,New Horizon Accelerated Christian Academy,12627 Oak Street,Lynwood,CA,90262,562-282-6086,Lynwood Unified
Los Angeles,19647746145791,New Horizon Accelerated Christian Academy,12627 Oak Street,Lynwood,CA,90262,562-282-6086,Lynwood Unified
Los Angeles,19648817072978,New Horizon School Pasadena,651 North Orange Grove Boulevard,Pasadena,CA,91103,626-795-5186,Pasadena
Los Angeles,19647337091309,New Horizon School Westside,1819 Sawtelle Boulevard,Los Angeles,CA,90025,310-231-6092,Los Angeles Unified
Los Angeles,19647337049422,New Horizon School–Los Angeles,434 South Vermont Avenue,Los Angeles,CA,90020,213-480-3145,Los Angeles Unified
Los Angeles,19649807098536,New Roads School,3131 Olympic Boulevard,Santa Monica,CA,90404,310-828-5582,Los Angeles
Los Angeles,19647337084403,New West Technical Academy,10531 South Vermont Avenue,Los Angeles,CA,90044,323-241-1850,Los Angeles Unified
Los Angeles,19647336992176,New World Montessori School,10520 Regent Street,Los Angeles,CA,90034,310-838-4044,Los Angeles
Los Angeles,19647337084072,Nishiyamato Academy,2458 Lomita Boulevard,Lomita,CA,90717,310-325-7040,Los Angeles Unified
Los Angeles,19647336992119,Normandie Christian of Los Angeles,6306 South Normandie Avenue,Los Angeles,CA,90044,323-752-3122,Los Angeles Unified
Los Angeles,19647336987523,Northpoint School and Intensive Outpatient,9650 Zelzah Avenue,Northridge,CA,91325,818-993-9311,Los Angeles Unified
Los Angeles,19648406982425,Norwalk Christian Academy,11005 Foster Road,Norwalk,CA,90650,562-863-6282,Norwalk-La Mirada School District
Los Angeles,19647176982433,Norwalk Christian School,11129 Pioneer Boulevard,Norwalk,CA,90650,562-863-5751,Little Lake City Elementary
Los Angeles,19647336962765,Notre Dame Academy Elementary,2911 Overland Avenue,Los Angeles,CA,90064,310-287-3895,Los Angeles Unified
Los Angeles,19647336935381,Notre Dame Academy Girls' High,2851 Overland Avenue,Los Angeles,CA,90064,310-839-5289,Los Angeles Unified
Los Angeles,19647336935399,Notre Dame High School,13645 Riverside Drive,Sherman Oaks,CA,91423,818-933-3600,Los Angeles Unified
Los Angeles,19646837101058,Oaks Christian School,31749 La Tienda Drive,Westlake Village,CA,91362,818-575-9900,Las Virgenes
Los Angeles,19647337024318,Oaks The,6817 Franklin Avenue,Los Angeles,CA,90028,323-850-3755,Los Angeles Unified
Los Angeles,19647256206700,Oaktree Preschool and Kindergarten,1710 Redondo Avenue,Long Beach,CA,90804,562-597-8611,LONG BEACH
Los Angeles,19647256903249,Oakwood Academy,3840 Long Beach Boulevard,Long Beach,CA,90807,562-424-4816,LONG BEACH
Los Angeles,19647336962781,Oakwood Elementary,11230 Moorpark Street,North Hollywood,CA,91602,818-732-3500,Los Angeles Unified
