CDSCode,StatusType,County,District,School,Street,City,Zip,State,Phone,Ext,Website,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1
01612910000000,Active,Alameda,San Leandro Unified,,14735 Juniper Street,San Leandro,94579-1222,CA,(510) 667-3500,,www.sanleandro.k12.ca.us,37.5525400,-122.16016,Mike,McLaughlin,mmclaughlin@sanleandro.k12.ca.us
01613090000000,Active,Alameda,San Lorenzo Unified,,15510 Usher Street,San Lorenzo,94580-1641,CA,(510) 317-4600,,www.slzusd.org,37.5457499,-122.12869,Fred,Brill,fbrill@slzusd.org
01613250000000,Merged,Alameda,Sunol Glen Elementary,,Main and Bond Streets,Sunol,94586,CA,,,,,,,,
01100170000000,Active,Alameda,Alameda County Office of Education,,313 West Winton Avenue,Hayward,94544-1136,CA,(510) 887-0152,,www.acoe.org,37.5152100,-122.09705,Sheila,Jordan,sheilaj@acoe.org
01316090000000,Active,Alameda,California School for the Blind (State Special Schl),,500 Walnut Avenue,Fremont,94536-4365,CA,(510) 794-3800,,www.csb-cde.ca.gov,37.4198600,-121.96568,Stuart,Wittenstein,swittenstein@csb-cde.ca.gov
10622650000000,Active,Fresno,Kings Canyon Joint Unified,,675 West Manning Avenue,Reedley,93654-2427,CA,(559) 305-7005,,www.kcusd.com,36.4631600,-119.45377,Juan,Garza,garza-j@kcusd.com
10622730000000,Closed,Fresno,Las Deltas Elementary,,35735 W. Shaw Avenue,Firebaugh,93622,CA,,,,,,,,
10622810000000,Active,Fresno,Laton Joint Unified,,6259 DeWoody,Laton,93242-0248,CA,(559) 922-4015,,www.laton.k12.ca.us,36.2937099,-119.68443,Larry,Audet,laudet@laton.k12.ca.us
10622990000000,Merged,Fresno,Madison Elementary,,330 S. Brawley Avenue,Fresno,93706,CA,,,,,,,,
10623070000000,Merged,Fresno,McKinley-Roosevelt Union Eleme,,4444 W. McKinley Avenue,Fresno,93711,CA,,,,,,,,
10623150000000,Merged,Fresno,Mendota Union Elementary,,250 S. Derrick Street,Mendota,93640,CA,,,,,,,,
10623230000000,Active,Fresno,Monroe Elementary,,11842 South Chestnut Avenue,Fresno,93725-9618,CA,(559) 834-2895,,www.fcoe.k12.ca.us/monroe/monroe.pdf,36.4244199,-119.73547,Shelley,Manser,smanser@monroe.k12.ca.us
10623310000000,Active,Fresno,Orange Center,,3530 South Cherry Avenue,Fresno,93706-5615,CA,(559) 237-0437,,www.orangecenter.org,36.5414600,-119.78036,Lance,Clement,lclement@fcoe.net
10623490000000,Merged,Fresno,Oro Loma Elementary,,5609 N. Russell Avenue,Firebaugh,93622,CA,,,,,,,,
10623560000000,Active,Fresno,Pacific Union Elementary,,2065 East Bowles Avenue,Fresno,93725-9630,CA,(559) 834-2533,,www.pacificunion.k12.ca.us,36.4605800,-119.75234,Annette,Machado,a.s.machado@mail.com
10623640000000,Active,Fresno,Parlier Unified,,900 Newmark Avenue,Parlier,93648-2034,CA,(559) 646-2731,,www.parlierunified.org,36.4764399,-119.52870,Gerardo,Alvarez,galvarez@parlierunified.org
10623720000000,Active,Fresno,Pine Ridge Elementary,,45828 Auberry Road,Auberry,93602-9721,CA,(559) 841-2444,,www.pineridge.k12.ca.us,36.9177699,-119.38814,Tim,McConnico,tmcconnico@fcoe.net
10623800000000,Active,Fresno,Raisin City Elementary,,6425 West Bowles Avenue,Raisin City,93652-0069,CA,(559) 233-0128,,www.raisincity.k12.ca.us,36.4598700,-119.90510,Anna,Ramirez,annaramirez@raisincity.k12.ca.us
10623980000000,Merged,Fresno,Riverdale Joint Union Elementary,,3700 Stathem Street,Riverdale,93656-0338,CA,,,,,,,,
10624060000000,Merged,Fresno,Riverdale Joint Union High,,3086 W. Mount Whitney,Riverdale,93656-0726,CA,,,,,,,,
10624140000000,Active,Fresno,Sanger Unified,,1905 Seventh Street,Sanger,93657-2806,CA,(559) 524-6521,,www.sanger.k12.ca.us,36.5646600,-119.56269,Matthew,Navo,matthew_navo@sanger.k12.ca.us
10624220000000,Merged,Fresno,San Joaquin Elementary,,8535 S. Ninth Street,San Joaquin,93660,CA,,,,,,,,
10624300000000,Active,Fresno,Selma Unified,,3036 Thompson Avenue,Selma,93662-2497,CA,(559) 898-6500,,www.selmausd.org,36.4368100,-119.61837,Mark,Sutton,msutton@selma.k12.ca.us
10624480000000,Merged,Fresno,Sierra Union Elementary,,27444 E. Tollhouse Road,Tollhouse,93667,CA,,,,,,,,
10624550000000,Merged,Fresno,Sierra Joint Union High,,31975 Lodge Road,Auberry,93602-9753,CA,,,,,,,,
10624710000000,Merged,Fresno,Sun Empire Union Elementary,,2649 N. Modoc Avenue,Kerman,93630,CA,,,,,,,,
10624890000000,Merged,Fresno,Teague Elementary,,4725 N. Polk,Fresno,93711,CA,,,,,,,,
10625130000000,Active,Fresno,Washington Colony Elementary,,130 East Lincoln Avenue.,Fresno,93706-6043,CA,(559) 233-0706,,www.washingtoncolony.k12.ca.us,36.5075200,-119.78755,Craig,Bowden,cbowden@washingtoncolony.k12.ca.us
10625210000000,Closed,Fresno,Washington Union High,,6041 South Elm Avenue,Fresno,93706-6099,CA,,,www.washingtonunion.net,36.5069000,-119.78953,,,
30103066101729,Closed,Orange,Orange County Department of Education,Tamura Autistic Program,17340 Santa Suzanne,Fountain Valley,92701,CA,,,,,,,,
30103066101737,Merged,Orange,Orange County Department of Education,Wallace Special Center,1951 N. Maybury Street,Santa Ana,92705,CA,,,,,,,,
30103066101919,Merged,Orange,Orange County Department of Education,Huntington Beach Special Cente,20581 Farnsworth Lane,Huntington Beach,92641,CA,,,,,,,,
30103066102701,Closed,Orange,Orange County Department of Education,Loma Vista MH,13822 Prospect Avenue,Santa Ana,92705,CA,,,,,,,,
30736506102719,Active,Orange,Irvine Unified,Brywood Elementary,1 Westwood,Irvine,92620-6200,CA,(949) 936-5500,,www.iusd.org/br,33.707256,-117.77119,Astrid,Ramirez,astridramirez@iusd.org
30103066102859,Merged,Orange,Orange County Department of Education,Summit Community Day,1010 West 17th Street,Santa Ana,92705,CA,,,,,,,,
30103066102867,Merged,Orange,Orange County Department of Education,George Key Center,710 E. Golden Avenue,Placentia,92670,CA,,,,,,,,
30103066103584,Merged,Orange,Orange County Department of Education,Venado Hearing Impaired,2701 S. Raitt Street,Santa Ana,92704,CA,,,,,,,,
30103066103600,Closed,Orange,Orange County Department of Education,Peterson Special Classes,20581 Farnsworth Avenue,Huntington Beach,92648,CA,,,,,,,,
30103066103618,Merged,Orange,Orange County Department of Education,Medical Facility Programs,1951 Maybury   .,Santa Ana,92701,CA,,,,,,,,
30103066103626,Merged,Orange,Orange County Department of Education,Fred Moiola Special Classes,9790 Finch Street,Fountain Valley,92708,CA,,,,,,,,
30103066104111,Merged,Orange,Orange County Department of Education,De Portola Special Center,27031 Preciados Drive,Mission Viejo,92691,CA,,,,,,,,
30103066104616,Closed,Orange,Orange County Department of Education,Independent Study,609 Spurgeon Street,Santa Ana,92701,CA,,,,,,,,
30103066101703,Merged,Orange,Orange County Department of Education,Hope Special Center,7901 Knott Avenue,Buena Park,90620,CA,,,,,,,,
30103066101711,Merged,Orange,Orange County Department of Education,Mark Twain Special Cente,11802 Loara Street,Garden Grove,92640,CA,,,,,,,,
30103066103592,Merged,Orange,Orange County Department of Education,Richard Henry Dana Special Cen,24242 la Cresta Drive,Dana Point,92629,CA,,,,,,,,
30103063031275,Closed,Orange,Orange County Department of Education,Capistrano Union High,,,,,,,,,,,,
30103066094593,Merged,Orange,Orange County Department of Education,Knott Autistic and Multihandic,7340 Lapalma Avenue,Buena Park,90620,CA,,,,,,,,
30103063030632,Active,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,"2910 Redhill Avenue, Suite 200",Costa Mesa,92626-5993,CA,(714) 327-1000,,www.ocde.us,33.667999,-117.88012,Tony,Gibson,tgibson@ocde.us
30664236027239,Active,Orange,Anaheim City,Price (Adelaide) Elementary,1516 West North Street,Anaheim,92801-4332,CA,(714) 517-8947,,,33.840390,-117.93561,Jesse,Chavarria,jchavarria@acsd.us
30664236027247,Active,Orange,Anaheim City,Stoddard (Alexander J.) Elementary,1841 South Ninth Street,Anaheim,92802-3299,CA,(714) 517-8959,,,33.801908,-117.93355,Dale,Hillyer,dhillyer@acsd.us
30664236027262,Active,Orange,Anaheim City,Franklin (Benjamin) Elementary,521 West Water Street,Anaheim,92805-4542,CA,(714) 517-8905,,,33.827664,-117.91864,Gregory,Smet,gsmet@acsd.us
30664236027270,Active,Orange,Anaheim City,Ross (Betsy) Elementary,535 South Walnut Street,Anaheim,92802-1450,CA,(714) 517-8956,,,33.826612,-117.93014,Brooke,Carreras,bcarreras@acsd.us
30664236027288,Active,Orange,Anaheim City,Barton (Clara) Elementary,1926 Clearbrook Lane,Anaheim,92804-3519,CA,(714) 517-8900,,,33.822961,-117.95148,Cheryl,Moore,cmoore@acsd.us
30664236027296,Closed,Orange,Anaheim City,Key (Francis Scott) Elementary,2000 West Ball Road,Anaheim,92804-5415,CA,,,,33.817133,-117.95227,,,
30664236027304,Closed,Orange,Anaheim City,Washington Elementary,233 E. Chartres Street,Anaheim,92805,CA,,,,,,,,
30664236027312,Active,Orange,Anaheim City,Mann (Horace) Elementary,600 West La Palma Avenue,Anaheim,92801-2361,CA,(714) 517-8938,,,33.846874,-117.92599,Eric,Hallman,ehallman@acsd.us
30664236027320,Active,Orange,Anaheim City,Guinn (James M.) Elementary,1051 South Sunkist Street,Anaheim,92806-5051,CA,(714) 517-8911,,,33.822637,-117.88110,Aleta,Peters-Schinsky,apeters@acsd.us
30664236027338,Active,Orange,Anaheim City,Madison (James) Elementary,1510 South Nutwood Street,Anaheim,92804-6023,CA,(714) 517-8935,,,33.809903,-117.94900,Diane,Eatherly,deatherly@acsd.us
30664236027346,Active,Orange,Anaheim City,Marshall (John) Elementary,2066 Falmouth Avenue,Anaheim,92801-1751,CA,(714) 517-8941,,,33.848808,-117.95464,Luis,Magdaleno,lmagdaleno@acsd.us
30664236027353,Active,Orange,Anaheim City,Loara Elementary,1601 West Broadway,Anaheim,92802-1107,CA,(714) 517-8932,,,33.829823,-117.93777,Maggie,Barry,mbarry@acsd.us
30664236027361,Active,Orange,Anaheim City,Gauer (Melbourne A.) Elementary,810 North Gilbert Street,Anaheim,92801-3348,CA,(714) 517-8908,,,33.843151,-117.96681,Debra,Schroeder,dschroeder@acsd.us
30664236027379,Active,Orange,Anaheim City,Palm Lane Elementary,1646 West Palm Lane,Anaheim,92802-2007,CA,(714) 517-8944,,,33.815578,-117.93727,Roberto,Baeza,rbaeza@acsd.us
30664236027387,Active,Orange,Anaheim City,Henry (Patrick) Elementary,1123 West Romneya Drive,Anaheim,92801-2109,CA,(714) 517-8914,,,33.851182,-117.93285,Beatriz,Garcia,bgarcia@acsd.us
30664316061691,Closed,Orange,Anaheim Union High,Crescent Junior High,8200 Crescent Avenue,Buena Park,90620,CA,,,,,,,,
30664316061709,Closed,Orange,Anaheim Union High,Oxford Junior High,5172 Orange Avenue,Cypress,90630,CA,,,,,,,,
30664316061717,Closed,Orange,Anaheim Union High,Trident Junior High,1800 W. Ball Road,Anaheim,92804,CA,,,,,,,,
30664236027403,Active,Orange,Anaheim City,Sunkist Elementary,500 North Sunkist Street,Anaheim,92806-3052,CA,(714) 517-8962,,,33.845012,-117.87943,Alejandro,Ramirez,aramirez@acsd.us
30664236027411,Active,Orange,Anaheim City,Roosevelt (Theodore) Elementary,1600 East Vermont Avenue,Anaheim,92805-5628,CA,(714) 517-8953,,,33.826765,-117.89239,Deanna,Pelasky,dpelasky@acsd.us
30664236027437,Active,Orange,Anaheim City,Jefferson (Thomas) Elementary,504 East South Street,Anaheim,92805-5338,CA,(714) 517-8917,,,33.827467,-117.90598,Yadira,Moreno,ymoreno@acsd.k12.ca.us
30664236113393,Active,Orange,Anaheim City,Olive Street Elementary,890 South Olive Street,Anaheim,92805-5214,CA,(714) 517-8920,,,33.824397,-117.90615,Nadine,Skutnik,nskutnik@acsd.us
30664313030038,Active,Orange,Anaheim Union High,Cypress High,9801 Valley View Street,Cypress,90630-3994,CA,(714) 220-4144,,www.auhsd.us/cypress,33.819635,-118.02835,Jodie,Wales,wales_j@auhsd.us
30664313030137,Closed,Orange,Anaheim Union High,Nova Evening High,301 N. Gilbert,Anaheim,90281,CA,,,,,,,,
30664313030376,Closed,Orange,Anaheim Union High,Gilbert West High,6855 la Palma,Buena Park,90620,CA,,,,,,,,
30664313030384,Active,Orange,Anaheim Union High,Polaris High (Alternative),1800 West Ball Road,Anaheim,92804,CA,(714) 220-3077,,http://www.auhsd.us/polaris,33.816468,-117.94673,Kelly,Wilson,wilson_k@auhsd.us
30664313030533,Closed,Orange,Anaheim Union High,Trident Continuation High,1800 West Ball Road,Anaheim,92804-5516,CA,,,,,,,,
30664313030616,Active,Orange,Anaheim Union High,Oxford Academy,5172 Orange Avenue,Cypress,90630,CA,(714) 220-3055,,www.auhsd.us/oxford,33.822376,-118.04209,Ben,Sanchez,sanchez_b@auhsd.us
30664313032786,Active,Orange,Anaheim Union High,Gilbert High (Continuation),1800 Ball Road,Anaheim,92804,CA,(714) 999-3738,,www.auhsd.us/gilbert,33.816468,-117.94673,Kelly,Wilson,wilson_k@auhsd.us
30664313033057,Active,Orange,Anaheim Union High,Katella High,2200 East Wagner Avenue,Anaheim,92806-4999,CA,(714) 999-3621,,www.auhsd.us/katella,33.824895,-117.88548,Ben,Carpenter,carpenter_b@auhsd.us
30664313033115,Active,Orange,Anaheim Union High,John F. Kennedy High,8281 Walker Street,La Palma,90623-2126,CA,(714) 220-4101,,www.kennedyhigh.org,33.843016,-118.03933,Russell,Earnest,earnest_r@auhsd.us
30664313033784,Active,Orange,Anaheim Union High,Loara High,1765 West Cerritos Avenue,Anaheim,92804-6198,CA,(714) 999-3677,,www.auhsd.us/loara,33.811854,-117.94428,John,Briquelet,briquelet_jo@auhsd.us
30664313034204,Active,Orange,Anaheim Union High,Magnolia High,2450 West Ball Road,Anaheim,92804-5298,CA,(714) 220-4221,,www.auhsd.us/magnolia,33.815865,-117.97174,Robert,Cunard,cunard_r@auhsd.us
30664313036712,Active,Orange,Anaheim Union High,Savanna High,301 North Gilbert Street,Anaheim,92801-5099,CA,(714) 220-4262,,www.auhsd.us/savanna,33.834409,-117.96942,Manuel,Colon,colon_m@auhsd.us
30664316058804,Closed,Orange,Anaheim Union High,Apollo Junior High,1301 S. Knott Avenue,Anaheim,92804,CA,,,,,,,,
30664316058838,Closed,Orange,Anaheim Union High,Fremont Junior High,608 W. Lincoln Avenue,Anaheim,92805,CA,,,,,,,,
30664316058846,Closed,Orange,Anaheim Union High,La Palma Junior High,6855 la Palma Avenue,Buena Park,90620,CA,,,,,,,,
30664313038239,Active,Orange,Anaheim Union High,Western High,501 South Western Avenue,Anaheim,92804-1699,CA,(714) 220-4040,,www.auhsd.us/western,33.825650,-118.00364,Daniel,Lunt,lunt_d@auhsd.us
30664316058812,Active,Orange,Anaheim Union High,Brookhurst Junior High,601 North Brookhurst Avenue,Anaheim,92801-3879,CA,(714) 999-3613,,http://brookhurst.org,33.841100,-117.96022,Darrick,Garcia,garcia_da@auhsd.us
30664316058820,Active,Orange,Anaheim Union High,Dale Junior High,900 South Dale Street,Anaheim,92804-4097,CA,(714) 220-4210,,www.auhsd.us/dale,33.819669,-117.98379,Daphne,Hammer,hammer_d@auhsd.us
30664316058861,Active,Orange,Anaheim Union High,Orangeview Junior High,3715 West Orange Avenue,Anaheim,92804-2899,CA,(714) 220-4205,,www.auhsd.us/orangeview,33.825839,-118.01373,Yousef,Nasouf,nasouf_y@auhsd.us
30664316058887,Active,Orange,Anaheim Union High,South Junior High,2320 East South Street,Anaheim,92806-4599,CA,(714) 999-3667,,www.auhsd.us/south,33.831801,-117.88309,Carlos,Hernandez,hernandez_c@auhsd.us
30664316058895,Active,Orange,Anaheim Union High,Sycamore Junior High,1801 East Sycamore Street,Anaheim,92805-3486,CA,(714) 999-3616,,www.auhsd.us/sycamore,33.844816,-117.89403,Joe,Carmona,carmona_j@auhsd.us
30664316061683,Active,Orange,Anaheim Union High,Ball Junior High,1500 West Ball Road,Anaheim,92802-1626,CA,(714) 999-3663,,www.auhsd.us/ball,33.817187,-117.93391,Jaron,Fried,fried_ja@auhsd.us
30664316066815,Active,Orange,Anaheim Union High,Hope,7901 Knott Avenue,Buena Park,90620-2469,CA,(714) 220-4198,,www.auhsd.us/hope,33.847714,-118.01125,Cherylin,Lew,lew_c@auhsd.us
30664313030541,Closed,Orange,Anaheim Union High,Anaheim Adult,6855 La Palma Avenue,Buena Park,90620-2429,CA,,,http://adult.anaheimaltschools.org,,,,,
30664493030525,Closed,Orange,Brea-Olinda Unified,Brea-Olinda Alternative Educ. Prog.,689 North Wildcat Way,Brea,92621-7400,CA,,,,,,,,
30664493030640,Active,Orange,Brea-Olinda Unified,Brea-Olinda High,789 North Wildcat Way,Brea,92821-7400,CA,(714) 990-7850,,,33.933207,-117.87176,Jerry,Halpin,jhalpin@bousd.k12.ca.us
30664496027445,Active,Orange,Brea-Olinda Unified,Arovista Elementary,900 Eadington Drive,Brea,92821-5298,CA,(714) 529-2185,,,33.913724,-117.91189,Karen,Van Dine,kvandine@bousd.k12.ca.us
30664496027452,Active,Orange,Brea-Olinda Unified,Laurel Elementary,200 South Flower Avenue,Brea,92821-4944,CA,(714) 529-2520,,,33.916356,-117.89669,Daryn,Coburn,dcoburn@bousd.k12.ca.us
30664496027460,Active,Orange,Brea-Olinda Unified,Mariposa Elementary,1111 West Mariposa Drive,Brea,92821-2599,CA,(714) 529-4916,,,33.935313,-117.89767,Helene,Cunningham,hcunningham@bousd.k12.ca.us
30664496027478,Active,Orange,Brea-Olinda Unified,Olinda Elementary,3145 E. Birch Street,Brea,92821-6250,CA,(714) 528-7475,,,33.926536,-117.80595,Kelly,Kennedy,kkennedy@bousd.k12.ca.us
30664806027817,Closed,Orange,Cypress Elementary,MacKay (Daniel T.) Elementary,8721 Cypress Street,Cypress,90630,CA,,,,,,,,
30664806027833,Active,Orange,Cypress Elementary,Frank Vessels Elementary,5900 Cathy Ave,Cypress,90630,CA,(714) 220-6990,,,33.816243,-118.02310,Helen,Lu,hlu@cypsd.k12.ca.us
30664806027866,Closed,Orange,Cypress Elementary,Robert C. Cawthon Elementary,4545 Myra Avenue,Cypress,90630-4261,CA,,,,33.813815,-118.05318,,,
30664496058911,Active,Orange,Brea-Olinda Unified,Brea Junior High,400 North Brea Boulevard,Brea,92821-3399,CA,(714) 990-7500,,,33.926176,-117.89466,Pam,Gallarda,pgallarda@bousd.k12.ca.us
30664496068571,Active,Orange,Brea-Olinda Unified,William E. Fanning Elementary,650 North Apricot,Brea,92821-3501,CA,(714) 529-3908,,,33.929400,-117.88630,Susan,Metcalf,smetcalf@bousd.k12.ca.us
30664496101901,Active,Orange,Brea-Olinda Unified,Brea Country Hills Elementary,150 North Associated Road,Brea,92821-4669,CA,(714) 990-3221,,,33.920475,-117.87094,Robert,Rendon,rrendon@bousd.k12.ca.us
30664566027486,Active,Orange,Buena Park Elementary,Arthur F. Corey Elementary,7351 Holder Street,Buena Park,90620,CA,(714) 522-8389,,,33.854941,-118.02122,Valerie,Connolly,vconnolly@bpsd.k12.ca.us
30664566027494,Active,Orange,Buena Park Elementary,Carl E. Gilbert Elementary,7255 Eighth Street,Buena Park,90621,CA,(714) 522-7281,,,33.867765,-118.00758,Jason,Kuncewicki,jkuncewicki@bpsd.k12.ca.us
30664566027502,Closed,Orange,Buena Park Elementary,Lindbergh (Charles A.) Element,6152 Stanton Avenue,Buena Park,90621,CA,,,,,,,,
30664566027510,Active,Orange,Buena Park Elementary,Charles G. Emery Elementary,8600 Somerset Street,Buena Park,90621,CA,(714) 521-5134,,,33.885221,-117.98399,Debbie,Diaz,ddiaz@bpsd.k12.ca.us
30664566027528,Closed,Orange,Buena Park Elementary,McComber (Charles L.) Intermed,7461 Pacific Avenue,Buena Park,90621,CA,,,,,,,,
30664566027536,Active,Orange,Buena Park Elementary,Gordon H. Beatty Elementary,8201 Country Club Drive,Buena Park,90621,CA,(714) 523-1160,,,33.886282,-117.99139,Annie,Oei,aoei@bpsd.k12.ca.us
30664566027544,Closed,Orange,Buena Park Elementary,J. B. Sullivan Elementary,7631 Melrose Avenue,Buena Park,90621,CA,,,,,,,,
30664566027551,Active,Orange,Buena Park Elementary,Buena Park Junior High,6931 Orangethorpe Avenue,Buena Park,90620,CA,(714) 522-8491,,,33.858920,-118.01268,Luisa,Rogers,lrogers@bpsd.k12.ca.us
30664566027569,Active,Orange,Buena Park Elementary,James A. Whitaker Elementary,8401 Montana Street,Buena Park,90621-3629,CA,(714) 521-9770,,,33.862810,-117.98629,Julie,Linnecke,jlinnecke@bpsd.k12.ca.us
30664643030251,Closed,Orange,Capistrano Unified,Fresh Start Independent Study,26126 Victoria Boulevard,Capistrano Beach,92624,CA,,,,,,,,
30664643030574,Active,Orange,Capistrano Unified,Aliso Niguel High,28000 Wolverine Way,Aliso Viejo,92656-3385,CA,(949) 831-5590,,http://anhs-capousd-ca.schoolloop.com/,33.561375,-117.72091,Chris,Carter,ccarter@capousd.org
30664643035987,Active,Orange,Capistrano Unified,Junipero Serra High,31422 Camino Capistrano,San Juan Capistrano,92675-2600,CA,(949) 489-7216,,www.capousd.org/jshs,33.507322,-117.66538,Joshua,Hill,jjhill@capousd.org
30664643036001,Active,Orange,Capistrano Unified,San Clemente High,700 Avenido Pico,San Clemente,92673-5681,CA,(949) 492-4165,,www.sctritons.com/,33.439820,-117.61752,Michael,Halt,mahalt@capousd.org
30664646027619,Closed,Orange,Capistrano Unified,Hanson (Ole) Elementary,189 la Cuesta,San Clemente,92672,CA,,,,,,,,
30664646067037,Closed,Orange,Capistrano Unified,Capistrano Intermediate,31422 Camino Capistrano,San Juan Capistrano,92675,CA,,,,,,,,
30664646095103,Closed,Orange,Capistrano Unified,Dana (Richard Henry) MH,24242 la Cresta Drive,Dana Point,92629,CA,,,,,,,,
30664643038569,Active,Orange,Capistrano Unified,Dana Hills High,33333 Golden Lantern,Dana Point,92629-1840,CA,(949) 496-6666,,www.dhhs.net,33.478612,-117.69778,Jason,Allemann,jjallemann@capousd.org
